Date,open,hight,low,close,volume,close_adj
"2011-01-04","10440","10520","10420","10470","533091","10470"
"2011-01-05","10480","10520","10460","10470","240326","10470"
"2011-01-06","10590","10630","10590","10620","595830","10620"
"2011-01-07","10590","10660","10590","10660","198299","10660"
"2011-01-11","10560","10640","10560","10620","341334","10620"
"2011-01-12","10650","10680","10600","10610","403656","10610"
"2011-01-13","10700","10720","10660","10660","323622","10660"
"2011-01-14","10670","10680","10590","10610","283112","10610"
"2011-01-17","10660","10670","10580","10610","233116","10610"
"2011-01-18","10560","10650","10550","10610","280497","10610"
"2011-01-19","10650","10680","10630","10670","200137","10670"
"2011-01-20","10590","10610","10520","10540","450226","10540"
"2011-01-21","10580","10580","10360","10370","563085","10370"
"2011-01-24","10410","10450","10380","10430","288259","10430"
"2011-01-25","10460","10580","10450","10560","452707","10560"
"2011-01-26","10520","10540","10490","10520","303389","10520"
"2011-01-27","10560","10590","10520","10560","279552","10560"
"2011-01-28","10570","10580","10430","10480","361355","10480"
"2011-01-31","10320","10370","10280","10340","457068","10340"
"2011-02-01","10380","10400","10340","10360","286078","10360"
"2011-02-02","10480","10580","10460","10560","528149","10560"
"2011-02-03","10530","10550","10510","10540","284078","10540"
"2011-02-04","10630","10680","10630","10640","379773","10640"
"2011-02-07","10740","10750","10670","10690","258465","10690"
"2011-02-08","10740","10750","10710","10720","231994","10720"
"2011-02-09","10780","10800","10690","10720","479845","10720"
"2011-02-10","10690","10730","10660","10720","211303","10720"
"2011-02-14","10800","10830","10770","10830","617498","10830"
"2011-02-15","10840","10860","10810","10850","408665","10850"
"2011-02-16","10860","10950","10850","10910","478073","10910"
"2011-02-17","10970","11000","10920","10940","283199","10940"
"2011-02-18","10940","10960","10910","10960","328266","10960"
"2011-02-21","10920","10970","10890","10970","315669","10970"
"2011-02-22","10850","10860","10730","10770","590103","10770"
"2011-02-23","10690","10770","10650","10670","443395","10670"
"2011-02-24","10640","10650","10530","10570","540308","10570"
"2011-02-25","10590","10640","10560","10600","353977","10600"
"2011-02-28","10600","10730","10550","10720","256052","10720"
"2011-03-01","10780","10860","10770","10850","397685","10850"
"2011-03-02","10710","10730","10590","10600","615079","10600"
"2011-03-03","10620","10700","10620","10700","340381","10700"
"2011-03-04","10860","10880","10770","10790","822791","10790"
"2011-03-07","10720","10720","10580","10650","585725","10650"
"2011-03-08","10610","10670","10610","10640","273431","10640"
"2011-03-09","10710","10770","10670","10700","559664","10700"
"2011-03-10","10650","10650","10510","10540","664503","10540"
"2011-03-11","10470","10490","10340","10390","742871","10390"
"2011-03-14","9660","9940","9630","9680","1685985","9680"
"2011-03-15","9340","9410","8180","8950","2469541","8950"
"2011-03-16","9130","9260","8940","9190","1913232","9190"
"2011-03-17","8960","9200","8620","9130","1417475","9130"
"2011-03-18","9280","9390","9200","9300","1289884","9300"
"2011-03-22","9650","9730","9580","9730","912878","9730"
"2011-03-23","9720","9720","9490","9570","901703","9570"
"2011-03-24","9560","9620","9520","9530","547823","9530"
"2011-03-25","9670","9690","9570","9640","475499","9640"
"2011-03-28","9650","9650","9510","9590","410465","9590"
"2011-03-29","9510","9690","9500","9650","616887","9650"
"2011-03-30","9700","9890","9660","9890","674916","9890"
"2011-03-31","9950","9950","9840","9910","491807","9910"
"2011-04-01","9930","10010","9880","9890","747475","9890"
"2011-04-04","9940","9990","9890","9890","464945","9890"
"2011-04-05","9920","9920","9750","9800","408244","9800"
"2011-04-06","9850","9860","9740","9770","264786","9770"
"2011-04-07","9840","9870","9760","9780","304344","9780"
"2011-04-08","9740","9990","9720","9950","449510","9950"
"2011-04-11","9900","9960","9880","9900","462881","9900"
"2011-04-12","9790","9790","9700","9730","469191","9730"
"2011-04-13","9710","9840","9700","9840","382362","9840"
"2011-04-14","9750","9860","9740","9820","473974","9820"
"2011-04-15","9830","9840","9750","9760","161566","9760"
"2011-04-18","9780","9800","9720","9740","194149","9740"
"2011-04-19","9640","9670","9590","9630","408177","9630"
"2011-04-20","9730","9820","9700","9800","357537","9800"
"2011-04-21","9870","9910","9820","9850","391997","9850"
"2011-04-22","9810","9920","9800","9880","382285","9880"
"2011-04-25","9880","9930","9850","9850","144196","9850"
"2011-04-26","9820","9820","9720","9730","284067","9730"
"2011-04-27","9820","9910","9810","9880","415795","9880"
"2011-04-28","9920","10040","9900","10040","875438","10040"
"2011-05-02","10150","10210","10120","10210","583662","10210"
