Date,open,hight,low,close,volume,close_adj
"2008-01-04","15050","15100","14740","14970","726910","14970"
"2008-01-07","14670","14880","14600","14630","473400","14630"
"2008-01-08","14630","14740","14550","14720","397270","14720"
"2008-01-09","14500","14800","14440","14760","450040","14760"
"2008-01-10","14720","14780","14560","14580","495590","14580"
"2008-01-11","14670","14670","14270","14330","551870","14330"
"2008-01-15","14320","14420","14100","14150","545150","14150"
"2008-01-16","13800","14040","13660","13660","973480","13660"
"2008-01-17","13820","14000","13650","13910","730740","13910"
"2008-01-18","13560","14100","13540","13990","928550","13990"
"2008-01-21","13790","13840","13470","13470","963530","13470"
"2008-01-22","12940","13140","12700","12700","1056560","12700"
"2008-01-23","13230","13300","12790","12980","1016280","12980"
"2008-01-24","13200","13330","13110","13260","856710","13260"
"2008-01-25","13510","13850","13480","13830","946510","13830"
"2008-01-28","13610","13660","13210","13230","667070","13230"
"2008-01-29","13560","13700","13410","13620","1046040","13620"
"2008-01-30","13650","13710","13450","13600","788540","13600"
"2008-01-31","13310","13810","13310","13740","822710","13740"
"2008-02-01","13710","13840","13610","13670","447240","13670"
"2008-02-04","13930","14080","13920","14050","582610","14050"
"2008-02-05","13980","14010","13840","13930","371790","13930"
"2008-02-06","13490","13550","13240","13260","936160","13260"
"2008-02-07","13240","13420","13170","13390","449630","13390"
"2008-02-08","13290","13460","13170","13220","473320","13220"
"2008-02-12","13190","13320","13110","13160","278190","13160"
"2008-02-13","13420","13440","13210","13280","328720","13280"
"2008-02-14","13610","13830","13600","13810","608310","13810"
"2008-02-15","13630","13860","13530","13820","607900","13820"
"2008-02-18","13820","14020","13770","13780","439650","13780"
"2008-02-19","13990","14040","13870","13940","328520","13940"
"2008-02-20","13910","13920","13470","13490","690090","13490"
"2008-02-21","13700","13980","13670","13870","474010","13870"
"2008-02-22","13690","13730","13560","13710","391180","13710"
"2008-02-25","13820","14160","13800","14080","969560","14080"
"2008-02-26","14250","14290","13990","14080","434810","14080"
"2008-02-27","14250","14310","14150","14210","447540","14210"
"2008-02-28","14060","14150","13980","14100","284390","14100"
"2008-02-29","13810","13860","13710","13780","449930","13780"
"2008-03-03","13380","13390","13180","13200","791590","13200"
"2008-03-04","13320","13320","13060","13140","395370","13140"
"2008-03-05","13180","13240","13100","13170","332300","13170"
"2008-03-06","13260","13560","13230","13420","461020","13420"
"2008-03-07","12980","13060","12930","12950","839290","12950"
"2008-03-10","12860","12970","12710","12740","521430","12740"
"2008-03-11","12510","12860","12510","12790","773530","12790"
"2008-03-12","13320","13320","12980","13080","659460","13080"
"2008-03-13","12860","12950","12530","12600","705960","12600"
"2008-03-14","12670","12780","12340","12460","836070","12460"
"2008-03-17","12210","12260","11860","11990","1084470","11990"
"2008-03-18","11990","12190","11990","12150","589170","12150"
"2008-03-19","12600","12630","12320","12490","661350","12490"
"2008-03-21","12510","12670","12480","12650","648970","12650"
"2008-03-24","12640","12770","12610","12670","270790","12670"
"2008-03-25","12890","12990","12760","12980","547760","12980"
"2008-03-26","13000","13030","12870","13030","461370","13030"
"2008-03-27","12850","12910","12750","12870","600520","12870"
"2008-03-28","12870","13170","12790","13100","801260","13100"
"2008-03-31","12990","13010","12700","12770","885640","12770"
"2008-04-01","12830","13070","12810","12940","612430","12940"
"2008-04-02","13410","13480","13340","13470","919320","13470"
"2008-04-03","13460","13690","13400","13670","440350","13670"
"2008-04-04","13530","13660","13490","13540","462650","13540"
"2008-04-07","13510","13770","13500","13740","381750","13740"
"2008-04-08","13660","13690","13520","13560","411170","13560"
"2008-04-09","13610","13640","13280","13390","740970","13390"
"2008-04-10","13290","13350","13180","13220","852540","13220"
"2008-04-11","13370","13630","13340","13620","846260","13620"
"2008-04-14","13220","13270","13130","13230","756630","13230"
"2008-04-15","13250","13350","13160","13250","311880","13250"
"2008-04-16","13450","13510","13400","13460","262690","13460"
"2008-04-17","13730","13790","13640","13730","792830","13730"
"2008-04-18","13750","13780","13610","13760","293640","13760"
"2008-04-21","14020","14060","13930","13980","871560","13980"
"2008-04-22","13860","13880","13800","13820","873700","13820"
"2008-04-23","13740","14010","13730","13900","393510","13900"
"2008-04-24","13900","13950","13780","13850","411550","13850"
"2008-04-25","13950","14180","13920","14120","1033890","14120"
"2008-04-28","14220","14300","14030","14180","484880","14180"
"2008-04-30","14080","14270","14060","14110","454490","14110"
"2008-05-01","14120","14170","14010","14060","486340","14060"
"2008-05-02","14330","14370","14270","14330","492190","14330"
"2008-05-07","14470","14500","14310","14420","414770","14420"
"2008-05-08","14270","14310","14220","14240","391030","14240"
"2008-05-09","14220","14240","13920","13950","499030","13950"
"2008-05-12","13850","14090","13840","14040","323470","14040"
"2008-05-13","14110","14300","14010","14300","409330","14300"
"2008-05-14","14280","14430","14170","14400","966210","14400"
"2008-05-15","14490","14650","14470","14550","761260","14550"
"2008-05-16","14660","14710","14490","14530","394350","14530"
"2008-05-19","14640","14650","14510","14570","527200","14570"
"2008-05-20","14530","14580","14420","14470","763000","14470"
"2008-05-21","14280","14340","14120","14190","671640","14190"
"2008-05-22","14010","14290","13940","14290","720110","14290"
"2008-05-23","14250","14450","14200","14320","390340","14320"
"2008-05-26","14130","14160","13960","13980","413820","13980"
"2008-05-27","14050","14220","14050","14220","790620","14220"
"2008-05-28","14250","14280","13960","14000","787360","14000"
"2008-05-29","14160","14440","14150","14430","1392240","14430"
"2008-05-30","14490","14660","14480","14630","759000","14630"
"2008-06-02","14670","14760","14480","14710","437620","14710"
"2008-06-03","14520","14580","14420","14470","851870","14470"
"2008-06-04","14590","14720","14550","14680","937860","14680"
"2008-06-05","14670","14680","14550","14640","692880","14640"
"2008-06-06","14880","14910","14780","14790","880530","14790"
"2008-06-09","14390","14560","14360","14510","528590","14510"
"2008-06-10","14570","14610","14280","14330","701860","14330"
"2008-06-11","14430","14500","14290","14480","534030","14480"
"2008-06-12","14230","14230","14110","14160","823870","14160"
"2008-06-13","14300","14340","14100","14260","766320","14260"
"2008-06-16","14480","14670","14400","14620","826870","14620"
"2008-06-17","14690","14700","14590","14660","881300","14660"
"2008-06-18","14630","14770","14610","14720","467330","14720"
"2008-06-19","14580","14590","14350","14410","1037380","14410"
"2008-06-20","14450","14490","14180","14240","1022370","14240"
"2008-06-23","14000","14210","13950","14140","740590","14140"
"2008-06-24","14060","14170","14020","14160","829520","14160"
"2008-06-25","14080","14160","13940","14160","1567260","14160"
"2008-06-26","14180","14260","14100","14110","648560","14110"
"2008-06-27","13800","13880","13750","13830","1445410","13830"
"2008-06-30","13850","13900","13740","13740","592540","13740"
"2008-07-01","13800","13870","13740","13750","486210","13750"
"2008-07-02","13810","13820","13530","13560","1205540","13560"
"2008-07-03","13260","13430","13220","13300","675260","13300"
"2008-07-04","13410","13410","13230","13360","665720","13360"
"2008-07-07","13310","13500","13260","13480","492430","13480"
"2008-07-08","13400","13420","13060","13090","818650","13090"
"2008-07-09","13320","13380","13120","13190","424290","13190"
"2008-07-10","13020","13230","13010","13120","567480","13120"
"2008-07-11","13150","13260","13000","13160","656380","13160"
"2008-07-14","13080","13270","13050","13120","448790","13120"
"2008-07-15","12980","12980","12800","12850","491360","12850"
"2008-07-16","12790","12910","12760","12810","735240","12810"
"2008-07-17","13000","13020","12940","12980","487510","12980"
"2008-07-18","13100","13110","12850","12900","512360","12900"
"2008-07-22","13100","13300","13040","13280","407930","13280"
"2008-07-23","13380","13480","13320","13450","350990","13450"
"2008-07-24","13540","13740","13500","13740","410490","13740"
"2008-07-25","13510","13550","13410","13450","328470","13450"
"2008-07-28","13520","13560","13420","13430","188010","13430"
"2008-07-29","13280","13280","13110","13230","376780","13230"
"2008-07-30","13400","13470","13370","13460","224290","13460"
"2008-07-31","13530","13570","13340","13450","330120","13450"
"2008-08-01","13360","13360","13130","13130","328680","13130"
"2008-08-04","13150","13220","13000","13030","246610","13030"
"2008-08-05","13060","13160","12980","12990","322690","12990"
"2008-08-06","13270","13380","13220","13310","288060","13310"
"2008-08-07","13350","13350","13130","13230","803040","13230"
"2008-08-08","13160","13350","13050","13270","390230","13270"
"2008-08-11","13380","13560","13380","13490","954870","13490"
"2008-08-12","13460","13510","13370","13400","726240","13400"
"2008-08-13","13280","13290","13030","13110","924710","13110"
"2008-08-14","13010","13180","12990","13020","398690","13020"
"2008-08-15","13080","13120","13030","13120","138530","13120"
"2008-08-18","13030","13360","13010","13260","452400","13260"
"2008-08-19","13040","13040","12870","12940","549270","12940"
"2008-08-20","12830","13010","12820","12940","460970","12940"
"2008-08-21","13000","13000","12800","12830","524840","12830"
"2008-08-22","12820","12830","12710","12770","358540","12770"
"2008-08-25","12950","13040","12930","12950","428170","12950"
"2008-08-26","12770","12890","12750","12860","375890","12860"
"2008-08-27","12830","12870","12770","12870","268720","12870"
"2008-08-28","12950","12950","12810","12880","246160","12880"
"2008-08-29","13050","13170","13030","13160","607620","13160"
"2008-09-01","13010","13040","12910","12920","301390","12920"
"2008-09-02","12910","13010","12590","12720","653593","12720"
"2008-09-03","12820","12860","12740","12790","328302","12790"
"2008-09-04","12710","12750","12600","12680","219062","12680"
"2008-09-05","12310","12360","12240","12290","469548","12290"
"2008-09-08","12570","12770","12550","12730","469429","12730"
"2008-09-09","12600","12610","12430","12490","182192","12490"
"2008-09-10","12250","12490","12220","12410","438872","12410"
"2008-09-11","12300","12350","12160","12200","315158","12200"
"2008-09-12","12330","12380","12170","12320","389563","12320"
"2008-09-16","11770","11780","11630","11720","2043028","11720"
"2008-09-17","11850","11970","11800","11840","527486","11840"
"2008-09-18","11460","11620","11380","11550","543092","11550"
"2008-09-19","11900","12020","11820","12010","747768","12010"
"2008-09-22","12380","12400","12180","12180","359740","12180"
"2008-09-24","12080","12270","11990","12260","339971","12260"
"2008-09-25","12060","12230","12010","12180","263087","12180"
"2008-09-26","12200","12270","11960","12080","399314","12080"
"2008-09-29","12060","12250","11910","11920","425191","11920"
"2008-09-30","11320","11610","11270","11420","536318","11420"
"2008-10-01","11660","11660","11490","11560","356255","11560"
"2008-10-02","11610","11650","11300","11310","344439","11310"
"2008-10-03","11200","11290","11080","11100","946659","11100"
"2008-10-06","10910","10920","10530","10580","1011304","10580"
"2008-10-07","10180","10510","10070","10320","1044134","10320"
"2008-10-08","9920","9970","9180","9240","1870750","9240"
"2008-10-09","9300","9590","9230","9310","1339270","9310"
"2008-10-10","8630","8700","8310","8360","1906618","8360"
"2008-10-14","9360","9360","9360","9360","140901","9360"
"2008-10-15","9420","9770","9380","9630","1403327","9630"
"2008-10-16","8630","8880","8630","8630","1009092","8630"
"2008-10-17","8870","8930","8680","8790","769581","8790"
"2008-10-20","8920","9220","8830","9220","516517","9220"
"2008-10-21","9440","9500","9270","9390","644632","9390"
"2008-10-22","9190","9210","8760","8790","1179916","8790"
"2008-10-23","8390","8670","8130","8570","1462848","8570"
"2008-10-24","8400","8420","7710","7770","2586481","7770"
"2008-10-27","7600","8020","7220","7260","2604905","7260"
"2008-10-28","7200","7860","7120","7860","2259220","7860"
"2008-10-29","8350","8500","7880","8450","1899089","8450"
"2008-10-30","8620","9270","8450","9160","2256633","9160"
"2008-10-31","8900","9180","8580","8600","1499734","8600"
"2008-11-04","9100","9300","9010","9240","1086254","9240"
"2008-11-05","9520","9700","9380","9690","1261703","9690"
"2008-11-06","9160","9220","8910","8950","1012199","8950"
"2008-11-07","8520","9000","8370","8810","1449843","8810"
"2008-11-10","9110","9290","9060","9290","696022","9290"
"2008-11-11","9050","9200","8830","8920","812436","8920"
"2008-11-12","8720","8920","8670","8850","812503","8850"
"2008-11-13","8390","8550","8270","8400","1595803","8400"
"2008-11-14","8850","8850","8530","8600","894069","8600"
"2008-11-17","8490","8940","8350","8630","1010501","8630"
"2008-11-18","8460","8580","8430","8450","599903","8450"
"2008-11-19","8440","8520","8260","8390","871018","8390"
"2008-11-20","8040","8130","7810","7810","1912828","7810"
"2008-11-21","7550","8130","7510","8080","1330570","8080"
"2008-11-25","8480","8530","8210","8450","1085175","8450"
"2008-11-26","8320","8460","8270","8270","409571","8270"
"2008-11-27","8540","8600","8430","8500","745187","8500"
"2008-11-28","8510","8660","8470","8630","909051","8630"
"2008-12-01","8580","8590","8450","8530","797325","8530"
"2008-12-02","8030","8200","8000","8040","1643901","8040"
"2008-12-03","8140","8200","8020","8170","593089","8170"
"2008-12-04","8180","8240","7980","8040","599153","8040"
"2008-12-05","8100","8170","8010","8030","698574","8030"
"2008-12-08","8120","8510","8100","8510","1040076","8510"
"2008-12-09","8510","8640","8450","8530","890416","8530"
"2008-12-10","8510","8850","8500","8780","1183522","8780"
"2008-12-11","8740","8860","8640","8810","689526","8810"
"2008-12-12","8570","8760","8210","8440","1387146","8440"
"2008-12-15","8610","8840","8610","8780","959429","8780"
"2008-12-16","8730","8780","8610","8700","542107","8700"
"2008-12-17","8900","8930","8550","8760","1052620","8760"
"2008-12-18","8680","8890","8640","8800","561850","8800"
"2008-12-19","8810","8910","8710","8740","673887","8740"
"2008-12-22","8700","8910","8700","8860","492886","8860"
"2008-12-24","8690","8760","8620","8670","501964","8670"
"2008-12-25","8690","8790","8680","8790","308483","8790"
"2008-12-26","8810","8920","8760","8870","488599","8870"
"2008-12-29","8880","8920","8780","8860","404356","8860"
"2008-12-30","8840","9050","8840","9020","467732","9020"
