Date,open,hight,low,close,volume,close_adj
"2010-01-04","10680","10790","10680","10750","466774","10750"
"2010-01-05","10880","10890","10750","10780","463495","10780"
"2010-01-06","10820","10870","10750","10810","442235","10810"
"2010-01-07","10840","10870","10730","10780","458098","10780"
"2010-01-08","10870","10920","10760","10910","697940","10910"
"2010-01-12","10870","11000","10850","11000","445820","11000"
"2010-01-13","10880","10950","10810","10810","498776","10810"
"2010-01-14","10900","11000","10870","11000","448870","11000"
"2010-01-15","11020","11080","10960","11060","439640","11060"
"2010-01-18","10950","10980","10870","10930","819275","10930"
"2010-01-19","10950","10970","10840","10860","523118","10860"
"2010-01-20","10960","10960","10800","10800","591605","10800"
"2010-01-21","10780","10980","10740","10950","841468","10950"
"2010-01-22","10740","10760","10610","10690","1180879","10690"
"2010-01-25","10500","10650","10500","10600","436868","10600"
"2010-01-26","10600","10660","10420","10440","628662","10440"
"2010-01-27","10440","10470","10340","10350","507521","10350"
"2010-01-28","10430","10560","10390","10520","489322","10520"
"2010-01-29","10360","10430","10250","10260","544023","10260"
"2010-02-01","10310","10320","10220","10300","472393","10300"
"2010-02-02","10410","10490","10400","10460","337168","10460"
"2010-02-03","10500","10530","10450","10520","404410","10520"
"2010-02-04","10520","10540","10370","10450","667646","10450"
"2010-02-05","10170","10210","10130","10170","1159247","10170"
"2010-02-08","10070","10160","10030","10060","1017635","10060"
"2010-02-09","10000","10050","9960","10040","498941","10040"
"2010-02-10","10130","10140","10050","10080","290461","10080"
"2010-02-12","10170","10200","10110","10200","268464","10200"
"2010-02-15","10200","10210","10100","10100","137429","10100"
"2010-02-16","10150","10160","10110","10130","87360","10130"
"2010-02-17","10260","10410","10250","10400","428121","10400"
"2010-02-18","10420","10440","10370","10430","232120","10430"
"2010-02-19","10450","10450","10220","10240","541997","10240"
"2010-02-22","10420","10550","10420","10480","493813","10480"
"2010-02-23","10440","10470","10370","10460","335294","10460"
"2010-02-24","10300","10350","10220","10300","483873","10300"
"2010-02-25","10350","10370","10190","10190","314828","10190"
"2010-02-26","10210","10280","10180","10210","332335","10210"
"2010-03-01","10240","10320","10210","10280","243504","10280"
"2010-03-02","10300","10340","10240","10330","301454","10330"
"2010-03-03","10290","10370","10280","10330","786984","10330"
"2010-03-04","10340","10360","10230","10240","598602","10240"
"2010-03-05","10360","10480","10360","10480","530038","10480"
"2010-03-08","10640","10690","10610","10670","781260","10670"
"2010-03-09","10660","10690","10640","10650","349318","10650"
"2010-03-10","10670","10690","10640","10660","309304","10660"
"2010-03-11","10700","10770","10680","10760","443705","10760"
"2010-03-12","10830","10870","10790","10830","509980","10830"
"2010-03-15","10890","10910","10800","10840","201762","10840"
"2010-03-16","10830","10870","10810","10820","172517","10820"
"2010-03-17","10880","10960","10850","10940","510281","10940"
"2010-03-18","10940","10950","10830","10840","293522","10840"
"2010-03-19","10900","10930","10870","10920","235980","10920"
"2010-03-23","10890","10920","10860","10870","202851","10870"
"2010-03-24","10940","10980","10860","10900","278338","10900"
"2010-03-25","10950","10970","10900","10940","248520","10940"
"2010-03-26","10990","11100","10980","11100","549044","11100"
"2010-03-29","11080","11180","11060","11180","327010","11180"
"2010-03-30","11200","11290","11170","11270","396167","11270"
"2010-03-31","11270","11310","11240","11260","367400","11260"
