Date,open,hight,low,close,volume,close_adj
"2006-01-04","16450","16460","16330","16430","524880","16430"
"2006-01-05","16550","16570","16460","16490","856620","16490"
"2006-01-06","16450","16570","16410","16510","572320","16510"
"2006-01-10","16590","16590","16230","16260","872320","16260"
"2006-01-11","16260","16450","16090","16440","504190","16440"
"2006-01-12","16530","16570","16380","16540","575060","16540"
"2006-01-13","16480","16580","16460","16510","382100","16510"
"2006-01-16","16420","16470","16300","16310","412360","16310"
"2006-01-17","16210","16410","16000","16050","801560","16050"
"2006-01-18","15720","15750","15200","15410","1731630","15410"
"2006-01-19","15650","15830","15560","15790","719780","15790"
"2006-01-20","15980","15980","15660","15800","551550","15800"
"2006-01-23","15470","15650","15390","15460","619050","15460"
"2006-01-24","15580","15770","15560","15760","314000","15760"
"2006-01-25","15790","15940","15730","15780","373810","15780"
"2006-01-26","15900","16000","15840","15990","291390","15990"
"2006-01-27","16300","16570","16260","16570","935050","16570"
"2006-01-30","16760","16850","16630","16640","778680","16640"
"2006-01-31","16700","16810","16640","16760","374770","16760"
"2006-02-01","16610","16770","16560","16580","469310","16580"
"2006-02-02","16750","16820","16720","16790","435280","16790"
"2006-02-03","16680","16780","16660","16780","312450","16780"
"2006-02-06","16830","16870","16670","16810","377880","16810"
"2006-02-07","16850","16860","16780","16820","255960","16820"
"2006-02-08","16680","16770","16390","16390","796440","16390"
"2006-02-09","16540","16640","16450","16600","363860","16600"
"2006-02-10","16580","16610","16190","16400","676650","16400"
"2006-02-13","16270","16280","16000","16040","659590","16040"
"2006-02-14","15950","16280","15790","16260","625060","16260"
"2006-02-15","16400","16430","16010","16010","432880","16010"
"2006-02-16","16000","16230","15920","16090","363350","16090"
"2006-02-17","16160","16230","15800","15830","634470","15830"
"2006-02-20","15710","15810","15500","15580","863400","15580"
"2006-02-21","15770","15990","15650","15990","343610","15990"
"2006-02-22","15990","16020","15770","15850","691180","15850"
"2006-02-23","15980","16180","15980","16170","403080","16170"
"2006-02-24","16120","16230","16040","16190","339090","16190"
"2006-02-27","16250","16390","16210","16250","559800","16250"
"2006-02-28","16290","16320","16030","16300","338510","16300"
"2006-03-01","16070","16140","16000","16000","446470","16000"
"2006-03-02","16150","16200","15960","16030","321570","16030"
"2006-03-03","15910","15990","15750","15780","439850","15780"
"2006-03-06","15800","16000","15690","16000","383910","16000"
"2006-03-07","15950","15950","15760","15840","374230","15840"
"2006-03-08","15750","15820","15650","15770","344720","15770"
"2006-03-09","15740","16150","15740","16120","537950","16120"
"2006-03-10","16120","16360","16060","16190","751740","16190"
"2006-03-13","16360","16470","16350","16470","576830","16470"
"2006-03-14","16500","16500","16340","16350","370770","16350"
"2006-03-15","16440","16460","16380","16390","373280","16390"
"2006-03-16","16430","16440","16110","16250","594910","16250"
"2006-03-17","16270","16430","16200","16400","728720","16400"
"2006-03-20","16410","16760","16410","16700","1108710","16700"
"2006-03-22","16670","16690","16570","16610","453710","16610"
"2006-03-23","16720","16740","16550","16590","303820","16590"
"2006-03-24","16580","16710","16550","16630","341090","16630"
"2006-03-27","16710","16800","16710","16730","583040","16730"
"2006-03-28","16660","16860","16620","16830","582890","16830"
"2006-03-29","16800","17140","16760","17080","607890","17080"
"2006-03-30","17150","17290","17140","17190","677120","17190"
"2006-03-31","17240","17270","17150","17220","300630","17220"
"2006-04-03","17270","17560","17260","17520","711450","17520"
"2006-04-04","17480","17580","17430","17490","586550","17490"
